CNPJ_Fundo,dt,values,Percentual_Rentabilidade_Patrimonial_Mes
19.249.956/0001-50,2023-04-01,1.010018,1.010018
19.249.956/0001-50,2023-05-01,1.00913,1.00913
19.249.956/0001-50,2023-06-01,1.015574,0.957749
19.249.956/0001-50,2023-07-01,1.008612,1.008612
19.249.956/0001-50,2023-08-01,1.009942,1.009942
19.249.956/0001-50,2023-09-01,1.006005,1.006005
19.249.956/0001-50,2023-10-01,1.005479,1.005479
19.249.956/0001-50,2023-11-01,1.005866,1.005866
19.249.956/0001-50,2023-12-01,1.005572,0.960975
19.959.754/0001-00,2022-01-01,0.999244,0.999244
19.959.754/0001-00,2022-02-01,0.999589,0.999589
19.959.754/0001-00,2022-03-01,0.999232,0.999232
19.959.754/0001-00,2022-04-01,0.999216,0.999216
19.959.754/0001-00,2022-05-01,0.999037,0.999037
19.959.754/0001-00,2022-06-01,0.999209,0.999209
19.959.754/0001-00,2022-07-01,0.999197,0.999197
19.959.754/0001-00,2022-08-01,0.999137,0.999137
19.959.754/0001-00,2022-09-01,0.998885,0.998885
19.959.754/0001-00,2022-10-01,0.999191,0.999191
19.959.754/0001-00,2022-11-01,0.999235,0.999235
19.959.754/0001-00,2022-12-01,0.999187,0.999187
19.959.754/0001-00,2023-01-01,0.999234,0.999234
19.959.754/0001-00,2023-02-01,0.999234,0.999234
19.959.754/0001-00,2023-03-01,0.99892,0.99892
19.959.754/0001-00,2023-04-01,0.99892,0.99892
19.959.754/0001-00,2023-05-01,0.99892,0.99892
20.118.470/0001-61,2022-01-01,1.061978,1.061978
20.118.470/0001-61,2022-02-01,1.038552,1.038552
20.118.470/0001-61,2022-03-01,1.016463,1.016463
20.118.470/0001-61,2022-04-01,1.012709,1.012709
20.118.470/0001-61,2022-05-01,1.015321,1.015321
20.118.470/0001-61,2022-06-01,1.017192,1.017192
20.118.470/0001-61,2022-07-01,1.024275,1.024275
20.118.470/0001-61,2022-08-01,1.015597,1.015597
20.118.470/0001-61,2022-09-01,0.987951,0.987951
20.118.470/0001-61,2022-10-01,1.013888,1.013888
20.118.470/0001-61,2022-11-01,1.017649,1.017649
20.118.470/0001-61,2022-12-01,0.994939,0.994939
20.118.470/0001-61,2023-01-01,0.999641,0.999641
20.118.470/0001-61,2023-02-01,1.005827,1.005827
20.118.470/0001-61,2023-03-01,0.951185,0.951185
20.118.470/0001-61,2023-04-01,1.014954,1.014954
20.118.470/0001-61,2023-05-01,1.016574,1.016574
20.118.470/0001-61,2023-06-01,1.009255,1.009255
20.118.470/0001-61,2023-07-01,1.011736,1.011736
20.118.470/0001-61,2023-08-01,1.011835,1.011835
20.118.470/0001-61,2023-09-01,0.999905,0.999905
20.118.470/0001-61,2023-10-01,1.020172,1.020172
20.118.470/0001-61,2023-11-01,1.002477,1.002477
20.118.470/0001-61,2023-12-01,0.997166,0.997166
20.118.492/0001-21,2022-01-01,0.998114,0.998114
20.118.492/0001-21,2022-02-01,0.998625,0.998625
20.118.492/0001-21,2022-03-01,1.001885,1.001885
20.118.492/0001-21,2022-04-01,0.999874,0.999874
20.118.492/0001-21,2022-05-01,1.00006,1.00006
20.118.492/0001-21,2022-06-01,1.00006,1.00006
20.118.492/0001-21,2022-07-01,1.00006,1.00006
20.118.492/0001-21,2022-08-01,1.00006,1.00006
20.118.492/0001-21,2022-09-01,1.00006,1.00006
20.118.492/0001-21,2022-10-01,1.00006,1.00006
20.118.492/0001-21,2022-11-01,1.00006,1.00006
20.118.492/0001-21,2022-12-01,1.002046,1.002046
20.118.492/0001-21,2023-01-01,0.9975,0.9975
20.118.492/0001-21,2023-02-01,1.00005,1.00005
20.118.492/0001-21,2023-03-01,1.00005,1.00005
20.118.492/0001-21,2023-04-01,1.00005,1.00005
20.118.492/0001-21,2023-05-01,1.00005,1.00005
20.118.492/0001-21,2023-06-01,1.00005,1.00005
20.118.492/0001-21,2023-07-01,1.00005,1.00005
20.118.492/0001-21,2023-08-01,1.00005,1.00005
20.118.492/0001-21,2023-09-01,1.00005,1.00005
20.118.492/0001-21,2023-10-01,1.00005,1.00005
20.118.492/0001-21,2023-11-01,1.00005,1.00005
20.118.492/0001-21,2023-12-01,1.00003,1.00003
20.132.453/0001-89,2022-01-01,1.003444,1.001141
20.132.453/0001-89,2022-02-01,1.00297,1.000206
20.132.453/0001-89,2022-03-01,1.003764,1.000356
20.132.453/0001-89,2022-04-01,1.004176,1.000217
20.132.453/0001-89,2022-05-01,1.002355,0.997753
20.132.453/0001-89,2022-06-01,1.030622,1.026378
20.132.453/0001-89,2022-07-01,1.004625,1.001389
20.132.453/0001-89,2022-08-01,1.004479,1.001068
20.132.453/0001-89,2022-09-01,1.005089,1.000743
20.132.453/0001-89,2022-10-01,1.003972,1.000209
20.132.453/0001-89,2022-11-01,1.006107,1.002345
20.132.453/0001-89,2022-12-01,1.007551,1.001027
20.132.453/0001-89,2023-01-01,0.999039,0.995825
20.132.453/0001-89,2023-02-01,1.00562,1.002034
20.132.453/0001-89,2023-03-01,1.00692,1.002715
20.132.453/0001-89,2023-04-01,1.004711,0.999536
20.132.453/0001-89,2023-05-01,1.006226,0.999799
20.132.453/0001-89,2023-06-01,1.010997,1.005193
20.132.453/0001-89,2023-07-01,0.99750089,0.99394794
20.132.453/0001-89,2023-08-01,1.00413854,1.00029586
20.132.453/0001-89,2023-09-01,1.00508867,1.00017507
20.132.453/0001-89,2023-10-01,1.00500487,0.99919891
20.132.453/0001-89,2023-11-01,1.00482292,0.99945927
20.132.453/0001-89,2023-12-01,1.00613686,0.99862369
20.680.775/0001-62,2022-01-01,1.004959,0.999545
20.680.775/0001-62,2022-02-01,1.002982,1.001271
20.680.775/0001-62,2022-03-01,1.003175,0.999584
20.680.775/0001-62,2022-04-01,1.002052,0.998273
20.680.775/0001-62,2022-05-01,1.003561,0.99944
20.680.775/0001-62,2022-06-01,1.004014,1.022627
20.680.775/0001-62,2022-07-01,1.004929,1.001151
20.680.775/0001-62,2022-08-01,1.003686,0.999162
20.680.775/0001-62,2022-09-01,1.003514,0.999845
20.680.775/0001-62,2022-10-01,1.004788,0.999839
20.680.775/0001-62,2022-11-01,1.004688,0.999817
20.680.775/0001-62,2022-12-01,1.061022,1.082707
20.680.775/0001-62,2023-01-01,1.061022,1.082707
20.680.775/0001-62,2023-02-01,1.005266,1.000164
20.680.775/0001-62,2023-03-01,1.004542,1.000055
20.680.775/0001-62,2023-04-01,1.004671,0.9999
20.680.775/0001-62,2023-05-01,1.005009,1.000189
20.680.775/0001-62,2023-06-01,1.004728,1.027952
20.680.775/0001-62,2023-07-01,1.00512,0.996234
20.680.775/0001-62,2023-08-01,1.004727,1.000018
20.680.775/0001-62,2023-09-01,1.004348,0.999878
20.680.775/0001-62,2023-10-01,1.022769,1.020477
20.680.775/0001-62,2023-11-01,1.008942,1.004391
20.680.775/0001-62,2023-12-01,1.050659,1.046059
20.717.355/0001-03,2022-01-01,0.998699,0.998699
20.717.355/0001-03,2022-02-01,0.998788,0.998788
20.717.355/0001-03,2022-03-01,0.998833,0.998833
20.717.355/0001-03,2022-04-01,0.998601,0.998601
20.717.355/0001-03,2022-05-01,0.998483,0.998483
20.717.355/0001-03,2022-06-01,0.998332,0.998332
20.717.355/0001-03,2022-07-01,1.053542,1.053542
20.717.355/0001-03,2022-08-01,1.002312,1.002312
20.717.355/0001-03,2022-09-01,0.999468,0.999468
20.717.355/0001-03,2022-10-01,0.999427,0.999427
20.717.355/0001-03,2022-11-01,0.999426,0.999426
20.717.355/0001-03,2022-12-01,1.000109,1.000109
20.717.355/0001-03,2023-01-01,0.999444,0.999444
20.717.355/0001-03,2023-02-01,0.999339,0.999339
20.717.355/0001-03,2023-03-01,0.999316,0.999316
20.717.355/0001-03,2023-04-01,0.99944,0.99944
20.717.355/0001-03,2023-05-01,0.999181,0.999181
20.717.355/0001-03,2023-06-01,0.999438,0.999438
20.717.355/0001-03,2023-07-01,0.999431,0.999431
20.717.355/0001-03,2023-08-01,0.999447,0.999447
20.717.355/0001-03,2023-09-01,0.999441,0.999441
20.717.355/0001-03,2023-10-01,0.999441,0.999441
20.717.355/0001-03,2023-11-01,0.999441,0.999441
20.717.355/0001-03,2023-12-01,0.998896,0.998896
20.748.515/0001-81,2022-01-01,1.005551,1.000244
20.748.515/0001-81,2022-02-01,1.005859,1.000553
20.748.515/0001-81,2022-03-01,1.006271,1.000968
20.748.515/0001-81,2022-04-01,1.005489,1.000191
20.748.515/0001-81,2022-05-01,1.005782,1.000317
20.748.515/0001-81,2022-06-01,1.006046,0.999574
20.748.515/0001-81,2022-07-01,1.00611,1.000644
20.748.515/0001-81,2022-08-01,1.005977,1.000095
20.748.515/0001-81,2022-09-01,1.006336,1.000455
20.748.515/0001-81,2022-10-01,1.006544,1.000665
20.748.515/0001-81,2022-11-01,1.025835,1.019961
20.748.515/0001-81,2022-12-01,1.004837,0.999489
20.748.515/0001-81,2023-01-01,1.004743,0.999639
20.748.515/0001-81,2023-02-01,1.004593,0.999488
20.748.515/0001-81,2023-03-01,1.004714,0.999605
20.748.515/0001-81,2023-04-01,1.004674,0.999563
20.748.515/0001-81,2023-05-01,1.003479,0.991934
20.748.515/0001-81,2023-06-01,1.005295,0.998062
20.748.515/0001-81,2023-07-01,1.013899,1.006652
20.748.515/0001-81,2023-08-01,1.009557,1.002358
20.748.515/0001-81,2023-09-01,1.006762,0.99958
20.748.515/0001-81,2023-10-01,1.006708,0.999275
20.748.515/0001-81,2023-11-01,1.004515,0.996664
20.748.515/0001-81,2023-12-01,1.004254,0.996045
20.990.694/0001-69,2022-01-01,0.999546,0.999546
20.990.694/0001-69,2022-02-01,0.999597,0.999597
20.990.694/0001-69,2022-03-01,0.999547,0.999547
20.990.694/0001-69,2022-04-01,0.99962,0.99962
20.990.694/0001-69,2022-05-01,0.999393,0.999393
20.990.694/0001-69,2022-06-01,0.999582,0.999582
20.990.694/0001-69,2022-07-01,0.999558,0.999558
20.990.694/0001-69,2022-08-01,0.999514,0.999514
20.990.694/0001-69,2022-09-01,0.999576,0.999576
20.990.694/0001-69,2022-10-01,0.999561,0.999561
20.990.694/0001-69,2022-11-01,0.999596,0.999596
20.990.694/0001-69,2022-12-01,0.999553,0.999553
20.990.694/0001-69,2023-01-01,0.999565,0.999565
20.990.694/0001-69,2023-02-01,0.999644,0.999644
20.990.694/0001-69,2023-03-01,0.999545,0.999545
20.990.694/0001-69,2023-04-01,0.999588,0.999588
20.990.694/0001-69,2023-05-01,0.999565,0.999565
20.990.694/0001-69,2023-06-01,0.99957,0.99957
20.990.694/0001-69,2023-07-01,0.999558,0.999558
20.990.694/0001-69,2023-08-01,0.99952,0.99952
20.990.694/0001-69,2023-09-01,0.999604,0.999604
20.990.694/0001-69,2023-10-01,0.99958,0.99958
20.990.694/0001-69,2023-11-01,0.99958,0.99958
20.990.694/0001-69,2023-12-01,0.999604,0.999604
21.067.825/0001-01,2022-01-01,0.9995426824207356,0.9995426824207356
21.067.825/0001-01,2022-02-01,1.002125641219532,1.002125641219532
21.067.825/0001-01,2022-03-01,1.0648652038941706,1.0648652038941706
21.067.825/0001-01,2022-04-01,0.9983370604689561,0.9983370604689561
21.067.825/0001-01,2022-05-01,0.9956656134994393,0.9956656134994393
21.067.825/0001-01,2022-06-01,1.0038759419705034,1.0038759419705034
21.067.825/0001-01,2022-07-01,0.9934514952288467,0.9934514952288467
21.067.825/0001-01,2022-08-01,1.0124580632207612,1.0124580632207612
21.067.825/0001-01,2022-09-01,0.9879708601867679,0.9879708601867679
21.067.825/0001-01,2022-10-01,1.0103455139810757,1.0103455139810757
21.067.825/0001-01,2022-11-01,1.0107434268134048,1.0107434268134048
21.067.825/0001-01,2022-12-01,0.989884,0.989884
21.067.825/0001-01,2023-01-01,1.009613,1.009613
21.067.825/0001-01,2023-02-01,1.004267,1.004267
21.067.825/0001-01,2023-03-01,1.042519,1.042519
21.067.825/0001-01,2023-04-01,1.009277,1.009277
21.067.825/0001-01,2023-05-01,1.003665,1.003665
21.067.825/0001-01,2023-06-01,1.010417,1.010417
21.067.825/0001-01,2023-07-01,1.004978,1.004978
21.067.825/0001-01,2023-08-01,1.015279,1.015279
21.067.825/0001-01,2023-09-01,1.031603,1.031603
21.067.825/0001-01,2023-10-01,1.005215,1.005215
21.067.825/0001-01,2023-11-01,1.008965,1.008965
21.067.825/0001-01,2023-12-01,0.99566,0.99566
21.156.164/0001-82,2022-01-01,0.999979,0.999979
21.156.164/0001-82,2022-02-01,1.000741,1.000741
21.156.164/0001-82,2022-03-01,0.999963,0.999963
21.156.164/0001-82,2022-04-01,1.000005,1.000005
21.156.164/0001-82,2022-05-01,0.999978,0.999978
21.156.164/0001-82,2022-06-01,0.999956,0.999956
21.156.164/0001-82,2022-07-01,0.999957,0.999957
21.156.164/0001-82,2022-08-01,0.999955,0.999955
21.156.164/0001-82,2022-09-01,0.999985,0.999985
21.156.164/0001-82,2022-10-01,0.999985,0.999985
21.156.164/0001-82,2022-11-01,0.97215,0.97215
21.156.164/0001-82,2022-12-01,1.000528,1.000528
21.156.164/0001-82,2023-01-01,1.000528,1.000528
21.156.164/0001-82,2023-02-01,1.000528,1.000528
21.156.164/0001-82,2023-03-01,1.000528,1.000528
21.156.164/0001-82,2023-04-01,0.985985,0.985985
21.156.164/0001-82,2023-05-01,0.999953,0.999953
21.156.164/0001-82,2023-06-01,0.999946,0.999946
21.156.164/0001-82,2023-07-01,0.999919,0.999919
21.156.164/0001-82,2023-08-01,0.999368,0.999368
21.156.164/0001-82,2023-09-01,0.999985,0.999985
21.156.164/0001-82,2023-10-01,0.999682,0.999682
21.156.164/0001-82,2023-11-01,1.00765,1.00765
21.156.164/0001-82,2023-12-01,0.962044,0.962044
21.398.200/0001-14,2022-01-01,0.9989,0.9989
21.398.200/0001-14,2022-02-01,0.999004,0.999004
21.398.200/0001-14,2022-03-01,0.999263,0.999263
21.398.200/0001-14,2022-04-01,0.999003,0.999003
21.398.200/0001-14,2022-05-01,0.998852,0.998852
21.398.200/0001-14,2022-06-01,0.998897,0.998897
21.398.200/0001-14,2022-07-01,1.035056,1.035056
21.398.200/0001-14,2022-08-01,1.001437,1.001437
21.398.200/0001-14,2022-09-01,0.999817,0.999817
21.398.200/0001-14,2022-10-01,0.999825,0.999825
21.398.200/0001-14,2022-11-01,0.999824,0.999824
21.408.063/0001-51,2022-01-01,0.996389,0.990926
21.408.063/0001-51,2022-02-01,0.988066,0.983032
21.408.063/0001-51,2022-03-01,1.008491,1.002401
21.408.063/0001-51,2022-04-01,1.008198,1.002725
21.408.063/0001-51,2022-05-01,1.001965,0.996507
21.408.063/0001-51,2022-06-01,1.008009,1.002532
21.408.063/0001-51,2022-07-01,1.008326,1.002835
21.408.063/0001-51,2022-08-01,1.028924,1.023448
21.408.063/0001-51,2022-09-01,0.997758,0.992408
21.408.063/0001-51,2022-10-01,0.995666,0.995666
21.408.063/0001-51,2022-11-01,0.986932,0.983683
21.408.063/0001-51,2022-12-01,1.002622,0.99932
21.408.063/0001-51,2023-01-01,0.980759,0.977381
21.408.063/0001-51,2023-02-01,1.006552,1.005603
21.408.063/0001-51,2023-03-01,0.991597,0.98816
21.408.063/0001-51,2023-04-01,1.013487,1.010009
21.408.063/0001-51,2023-05-01,1.024395,1.020953
21.408.063/0001-51,2023-06-01,1.024975,1.024975
21.408.063/0001-51,2023-07-01,1.007434,1.007434
21.408.063/0001-51,2023-08-01,0.985635,0.985635
21.408.063/0001-51,2023-09-01,1.006412,1.006412
21.408.063/0001-51,2023-10-01,1.00414,1.00414
21.408.063/0001-51,2023-11-01,1.000899,1.000899
21.408.063/0001-51,2023-12-01,0.980756,0.977349
21.500.481/0001-74,2022-01-01,0.990989,0.990989
21.500.481/0001-74,2022-02-01,0.99841,0.99841
21.500.481/0001-74,2022-03-01,0.998665,0.998665
21.500.481/0001-74,2022-04-01,0.999321,0.999321
21.500.481/0001-74,2022-05-01,0.999678,0.999678
21.500.481/0001-74,2022-06-01,0.999295,0.999295
21.500.481/0001-74,2022-07-01,0.999291,0.999291
21.500.481/0001-74,2022-08-01,0.999279,0.999279
21.500.481/0001-74,2022-09-01,0.99928,0.99928
21.500.481/0001-74,2022-10-01,0.999277,0.999277
21.500.481/0001-74,2022-11-01,0.97138,0.97138
21.500.481/0001-74,2022-12-01,0.999232,0.999232
21.500.481/0001-74,2023-01-01,0.999217,0.999217
21.500.481/0001-74,2023-02-01,0.999029,0.999029
21.500.481/0001-74,2023-03-01,0.999168,0.999168
21.500.481/0001-74,2023-04-01,0.999196,0.999196
21.500.481/0001-74,2023-05-01,0.999175,0.999175
21.500.481/0001-74,2023-06-01,0.999175,0.999175
21.500.481/0001-74,2023-07-01,0.999158,0.999158
21.500.481/0001-74,2023-08-01,0.999248,0.999248
21.500.481/0001-74,2023-09-01,0.999265,0.999265
21.500.481/0001-74,2023-10-01,0.999244,0.999244
21.500.481/0001-74,2023-11-01,0.998489,0.998489
21.500.481/0001-74,2023-12-01,1.045454,1.045454
21.500.514/0001-86,2022-01-01,1.009336,1.002013
21.500.514/0001-86,2022-02-01,1.010775,1.003452
21.500.514/0001-86,2022-03-01,1.009738,1.002415
21.500.514/0001-86,2022-04-01,1.004725,1.002415
21.500.514/0001-86,2022-05-01,1.002807,1.002807
21.500.514/0001-86,2022-06-01,1.050506,1.04832
21.500.514/0001-86,2022-07-01,1.005883,1.002876
21.500.514/0001-86,2022-08-01,1.005086,1.002021
21.500.514/0001-86,2022-09-01,1.001448,1.001448
21.500.514/0001-86,2022-10-01,1.002793,1.002793
21.500.514/0001-86,2022-11-01,1.002208,1.002208
21.500.514/0001-86,2022-12-01,1.001972,1.001972
21.500.514/0001-86,2023-01-01,1.001436,1.001436
21.500.514/0001-86,2023-02-01,1.004463,1.004463
21.500.514/0001-86,2023-03-01,1.004161,1.004161
21.500.514/0001-86,2023-04-01,1.001926,1.001926
21.500.514/0001-86,2023-05-01,0.999199,0.999199
21.500.514/0001-86,2023-06-01,0.96356,0.96356
21.500.514/0001-86,2023-07-01,1.002658,1.002658
21.500.514/0001-86,2023-08-01,1.006191,1.006191
21.500.514/0001-86,2023-09-01,1.002351,1.000048
21.500.514/0001-86,2023-10-01,0.999082,0.997067
21.500.514/0001-86,2023-11-01,1.002141,1.00012
21.500.514/0001-86,2023-12-01,1.002572,1.000263
21.862.783/0001-92,2022-01-01,1.00713,1.00713
21.862.783/0001-92,2022-02-01,1.005233,1.005233
21.862.783/0001-92,2022-03-01,1.01118,1.01118
21.862.783/0001-92,2022-04-01,1.015041,1.015041
21.862.783/0001-92,2022-05-01,1.012998,1.012998
21.862.783/0001-92,2022-06-01,1.004406,1.004406
21.862.783/0001-92,2022-07-01,1.006431,1.006431
21.862.783/0001-92,2022-08-01,0.999675,0.999675
21.862.783/0001-92,2022-09-01,1.000356,1.000356
21.862.783/0001-92,2022-10-01,1.000409,1.000409
21.862.783/0001-92,2022-11-01,1.006258,1.006258
21.862.783/0001-92,2022-12-01,0.996256,0.996256
21.862.783/0001-92,2023-01-01,1.014775,1.014775
21.862.783/0001-92,2023-02-01,1.005022,1.005022
21.862.783/0001-92,2023-03-01,1.008787,1.008787
21.862.783/0001-92,2023-04-01,1.006135,1.006135
21.862.783/0001-92,2023-05-01,1.00748,1.00748
21.862.783/0001-92,2023-06-01,1.002591,1.002591
21.862.783/0001-92,2023-07-01,0.994998,0.994998
21.862.783/0001-92,2023-08-01,1.003219,1.003219
21.862.783/0001-92,2023-09-01,1.003793,1.003793
21.862.783/0001-92,2023-10-01,1.004481,1.004481
21.862.783/0001-92,2023-11-01,1.003849,1.003849
21.862.783/0001-92,2023-12-01,1.001972,1.001972
21.917.235/0001-12,2022-01-01,1.008395,1.008395
21.917.235/0001-12,2022-02-01,0.998922,0.998922
21.917.235/0001-12,2022-03-01,1.00603,1.00603
21.917.235/0001-12,2022-04-01,1.00603,1.00603
21.917.235/0001-12,2022-05-01,1.003191,1.003191
21.917.235/0001-12,2022-06-01,1.004285,1.004285
21.917.235/0001-12,2022-07-01,1.005043,1.005043
21.917.235/0001-12,2022-08-01,1.000952,1.000952
21.917.235/0001-12,2022-09-01,1.004497,1.004497
21.917.235/0001-12,2022-10-01,1.005335,1.005335
21.917.235/0001-12,2022-11-01,1.002688,1.002688
21.917.235/0001-12,2022-12-01,1.079762,1.079762
21.917.235/0001-12,2023-01-01,1.008395,1.008395
21.917.235/0001-12,2023-02-01,0.997791,0.997791
21.917.235/0001-12,2023-03-01,1.005329,1.005329
21.917.235/0001-12,2023-04-01,0.999555,0.999555
21.917.235/0001-12,2023-05-01,1.0033,1.0033
21.917.235/0001-12,2023-06-01,1.003167,1.003167
21.917.235/0001-12,2023-07-01,1.004406,1.004406
21.917.235/0001-12,2023-08-01,0.996185,0.996185
21.917.235/0001-12,2023-09-01,1.002417,1.002417
21.917.235/0001-12,2023-10-01,1.002418,1.002418
21.917.235/0001-12,2023-11-01,1.001838,1.001838
21.917.235/0001-12,2023-12-01,0.989142,0.989142
22.081.808/0001-83,2022-01-01,1.004014,1.004014
22.081.808/0001-83,2022-02-01,1.003858,1.003858
22.081.808/0001-83,2022-03-01,1.016196,1.016196
22.081.808/0001-83,2022-04-01,1.015616,1.015616
22.081.808/0001-83,2022-05-01,1.016166,1.016166
22.081.808/0001-83,2022-06-01,1.021204,1.021204
22.081.808/0001-83,2022-07-01,1.026412,1.026412
22.081.808/0001-83,2022-08-01,1.024906,1.024906
22.081.808/0001-83,2022-09-01,1.027052,1.027052
22.081.808/0001-83,2022-10-01,1.025153,1.025153
22.081.808/0001-83,2022-11-01,1.023337,1.023337
22.081.808/0001-83,2022-12-01,0.953838,0.953838
22.081.808/0001-83,2023-01-01,1.01831,1.01831
22.081.808/0001-83,2023-02-01,1.011711,1.011711
22.081.808/0001-83,2023-03-01,0.99644,0.99644
22.081.808/0001-83,2023-04-01,1.002888,1.002888
22.081.808/0001-83,2023-05-01,1.001298,1.001298
22.081.808/0001-83,2023-06-01,1.002162,1.002162
22.081.808/0001-83,2023-07-01,1.000833,1.000833
22.081.808/0001-83,2023-08-01,1.002875,1.002875
22.081.808/0001-83,2023-09-01,1.001023,1.001023
22.081.808/0001-83,2023-10-01,0.997987,0.997987
22.081.808/0001-83,2023-11-01,1.002307,1.002307
22.081.808/0001-83,2023-12-01,1.008087,1.008087
22.211.522/0001-75,2022-01-01,0.999727,0.999727
22.211.522/0001-75,2022-02-01,1.000219,1.000219
22.211.522/0001-75,2022-03-01,0.999582,0.999582
22.211.522/0001-75,2022-04-01,0.998441,0.998441
22.211.522/0001-75,2022-05-01,1.000268,1.000268
22.211.522/0001-75,2022-06-01,1.000375,1.000375
22.211.522/0001-75,2022-07-01,1.000279,1.000279
22.211.522/0001-75,2022-08-01,1.000608,1.000608
22.211.522/0001-75,2022-09-01,1.000382,1.000382
22.211.522/0001-75,2022-10-01,1.000148,1.000148
22.211.522/0001-75,2022-11-01,1.000224,1.000224
22.211.522/0001-75,2022-12-01,1.000464,1.000464
22.211.522/0001-75,2023-01-01,1.000503,1.000503
22.211.522/0001-75,2023-02-01,0.999846,0.999846
22.211.522/0001-75,2023-03-01,1.000456,1.000456
22.211.522/0001-75,2023-04-01,0.999776,0.999776
22.211.522/0001-75,2023-05-01,1.000309,1.000309
22.211.522/0001-75,2023-06-01,1.00017,1.00017
22.211.522/0001-75,2023-07-01,1.000221,1.000221
22.211.522/0001-75,2023-08-01,1.000412,1.000412
22.211.522/0001-75,2023-09-01,0.999972,0.999972
22.211.522/0001-75,2023-10-01,0.999961,0.999961
22.211.522/0001-75,2023-11-01,0.999896,0.999896
22.211.522/0001-75,2023-12-01,0.999486,0.999486
22.219.335/0001-38,2022-01-01,1.012416,1.000691
22.219.335/0001-38,2022-02-01,1.011795,1.000547
22.219.335/0001-38,2022-03-01,0.997226,0.997226
22.219.335/0001-38,2022-04-01,1.014624,1.0024
22.219.335/0001-38,2022-05-01,1.019275,1.005673
22.219.335/0001-38,2022-06-01,1.011587,0.997875
22.219.335/0001-38,2022-07-01,1.005017,0.992397
22.219.335/0001-38,2022-08-01,0.996773,0.984622
22.219.335/0001-38,2022-09-01,0.999761,0.989247
22.219.335/0001-38,2022-10-01,0.99221,0.982548
22.219.335/0001-38,2022-11-01,1.000519,0.990685
22.219.335/0001-38,2022-12-01,1.00924,1.001668
22.219.335/0001-38,2023-01-01,1.004678,0.994768
22.219.335/0001-38,2023-02-01,1.008065,1.000095
22.219.335/0001-38,2023-03-01,0.992121,0.983554
22.219.335/0001-38,2023-04-01,1.002634,0.995544
22.219.335/0001-38,2023-05-01,1.007267,0.999128
22.219.335/0001-38,2023-06-01,1.019501,1.012068
22.219.335/0001-38,2023-07-01,1.003554,0.996611
22.219.335/0001-38,2023-08-01,0.995092,0.987015
22.219.335/0001-38,2023-09-01,0.993651,0.986488
22.219.335/0001-38,2023-10-01,0.994228,0.986446
22.219.335/0001-38,2023-11-01,1.016279,1.008385
22.219.335/0001-38,2023-12-01,1.016705,1.008562
22.503.991/0001-68,2022-01-01,1.012054,1.012054
22.503.991/0001-68,2022-02-01,1.000435,1.000435
22.503.991/0001-68,2022-03-01,0.99213,0.99213
22.503.991/0001-68,2022-04-01,1.043213,1.043213
22.503.991/0001-68,2022-05-01,0.993922,0.993922
22.503.991/0001-68,2022-06-01,0.997235,0.997235
22.503.991/0001-68,2022-07-01,0.99855,0.99855
22.503.991/0001-68,2022-08-01,0.993183,0.993183
22.503.991/0001-68,2022-09-01,0.996003,0.996003
22.503.991/0001-68,2022-10-01,1.001063,1.001063
22.503.991/0001-68,2022-11-01,1.003478,1.003478
22.503.991/0001-68,2022-12-01,0.97818,0.97818
22.503.991/0001-68,2023-01-01,0.99224,0.99224
22.503.991/0001-68,2023-02-01,0.997817,0.997817
22.503.991/0001-68,2023-03-01,0.995726,0.995726
22.503.991/0001-68,2023-04-01,0.992027,0.992027
22.503.991/0001-68,2023-05-01,1.018513,1.018513
22.503.991/0001-68,2023-06-01,1.000413,1.000413
22.503.991/0001-68,2023-07-01,0.998706,0.998706
22.503.991/0001-68,2023-08-01,0.998246,0.998246
22.503.991/0001-68,2023-09-01,0.997779,0.997779
22.503.991/0001-68,2023-10-01,0.996065,0.996065
22.503.991/0001-68,2023-11-01,0.996811,0.996811
22.503.991/0001-68,2023-12-01,0.995565,0.995565
22.646.161/0001-90,2022-01-01,1.000053,1.000053
22.646.161/0001-90,2022-02-01,0.999531,0.999531
22.646.161/0001-90,2022-03-01,1.000999,1.000999
22.646.161/0001-90,2022-04-01,0.998627,0.998627
22.646.161/0001-90,2022-05-01,1.004027,1.004027
22.646.161/0001-90,2022-06-01,1.006902,1.006902
22.646.161/0001-90,2022-07-01,0.998366,0.998366
22.646.161/0001-90,2022-08-01,1.000718,1.000718
22.646.161/0001-90,2022-09-01,1.000442,1.000442
22.646.161/0001-90,2022-10-01,1.001602,1.001602
22.646.161/0001-90,2022-11-01,0.998904,0.998904
22.646.161/0001-90,2022-12-01,1.001602,1.001602
22.646.161/0001-90,2023-01-01,1.001602,1.001602
22.646.161/0001-90,2023-02-01,1.000689,1.000689
22.646.161/0001-90,2023-03-01,0.999052,0.999052
22.646.161/0001-90,2023-04-01,1.000014,1.000014
22.646.161/0001-90,2023-05-01,0.999431,0.999431
22.646.161/0001-90,2023-06-01,1.000172,1.000172
22.646.161/0001-90,2023-07-01,0.998986,0.998986
22.646.161/0001-90,2023-08-01,0.987125,0.987125
22.646.161/0001-90,2023-09-01,0.998517,0.998517
22.646.161/0001-90,2023-10-01,0.99877,0.99877
22.646.161/0001-90,2023-11-01,1.005483,1.005483
22.646.161/0001-90,2023-12-01,1.005483,1.005483
23.120.006/0001-06,2022-01-01,0.998977,0.998977
23.120.006/0001-06,2022-02-01,0.998916,0.998916
