CNPJ_Fundo,dt,values,Percentual_Rentabilidade_Patrimonial_Mes
40.346.049/0001-15,2023-12-01,1.09359,1.09359
40.413.979/0001-44,2022-01-01,1.01161,1.00008
40.413.979/0001-44,2022-02-01,1.011152,0.999622
40.413.979/0001-44,2022-03-01,1.012164,1.000634
40.413.979/0001-44,2022-04-01,1.011371,0.998806
40.413.979/0001-44,2022-05-01,1.01393,1.000722
40.413.979/0001-44,2022-06-01,1.011154,0.997541
40.413.979/0001-44,2022-07-01,1.013921,0.999755
40.413.979/0001-44,2022-08-01,1.014984,1.000294
40.413.979/0001-44,2022-09-01,1.014425,0.999735
40.413.979/0001-44,2022-10-01,1.010569,1.002917
40.413.979/0001-44,2022-11-01,1.02449,1.012984
40.413.979/0001-44,2022-12-01,1.017675,1.005485
40.413.979/0001-44,2023-01-01,1.009066,0.996733
40.413.979/0001-44,2023-02-01,0.993777,0.9812
40.413.979/0001-44,2023-03-01,1.01758,1.006025
40.413.979/0001-44,2023-04-01,1.007413,0.993843
40.413.979/0001-44,2023-05-01,1.010957,0.997827
40.413.979/0001-44,2023-06-01,1.012925,0.999767
40.413.979/0001-44,2023-07-01,1.013689,0.999478
40.413.979/0001-44,2023-08-01,1.016989,1.002778
40.413.979/0001-44,2023-09-01,1.012139,0.999023
40.413.979/0001-44,2023-10-01,1.020464,1.007859
40.413.979/0001-44,2023-11-01,1.028863,1.016871
40.413.979/0001-44,2023-12-01,1.004521,0.992726
40.414.001/0001-05,2022-01-01,1.005068,0.991449
40.414.001/0001-05,2022-02-01,1.005526,0.991453
40.414.001/0001-05,2022-03-01,1.005498,0.989521
40.414.001/0001-05,2022-04-01,1.006053,0.993681
40.414.001/0001-05,2022-05-01,1.005132,0.992013
40.414.001/0001-05,2022-06-01,1.004466,0.991194
40.414.001/0001-05,2022-07-01,1.004224,0.990709
40.414.001/0001-05,2022-08-01,1.002947,0.989099
40.414.001/0001-05,2022-09-01,1.004002,0.990215
40.414.001/0001-05,2022-10-01,1.018479,1.005871
40.414.001/0001-05,2022-11-01,1.004599,0.991973
40.414.001/0001-05,2022-12-01,1.083911,1.070941
40.414.001/0001-05,2023-01-01,1.001004,0.990345
40.414.001/0001-05,2023-02-01,1.002432,0.993538
40.414.001/0001-05,2023-03-01,0.998182,0.990717
40.414.001/0001-05,2023-04-01,1.001983,1.003825
40.414.001/0001-05,2023-05-01,1.000008,0.999403
40.414.001/0001-05,2023-06-01,0.998423,1.013709
40.414.001/0001-05,2023-07-01,0.991026,0.996624
40.414.001/0001-05,2023-08-01,0.991258,0.995797
40.414.001/0001-05,2023-09-01,0.992354,0.997392
40.414.001/0001-05,2023-10-01,0.995139,0.998817
40.414.001/0001-05,2023-11-01,0.995575,0.999495
40.414.001/0001-05,2023-12-01,0.993343,0.985603
41.076.380/0001-25,2022-01-01,1.004765,0.994013
41.076.380/0001-25,2022-02-01,0.998516,0.986883
41.076.380/0001-25,2022-03-01,1.026749,1.016604
41.076.380/0001-25,2022-04-01,1.005709,0.994142
41.076.380/0001-25,2022-05-01,1.016102,1.004841
41.076.380/0001-25,2022-06-01,1.006537,0.993799
41.076.380/0001-25,2022-07-01,1.000219,0.978018
41.076.380/0001-25,2022-08-01,1.013272,1.001695
41.076.380/0001-25,2022-09-01,1.008178,1.000426
41.076.380/0001-25,2022-10-01,1.011255,1.002966
41.076.380/0001-25,2022-11-01,0.993018,0.985263
41.076.380/0001-25,2022-12-01,1.004615,0.995896
41.076.380/0001-25,2023-01-01,0.99682,0.987885
41.076.380/0001-25,2023-02-01,1.02539,1.010515
41.076.380/0001-25,2023-03-01,1.021064,1.012104
41.076.380/0001-25,2023-04-01,1.015207,1.004948
41.076.380/0001-25,2023-05-01,1.023931,1.01291
41.076.380/0001-25,2023-06-01,1.014912,1.005022
41.076.380/0001-25,2023-07-01,0.995648,0.982261
41.076.380/0001-25,2023-08-01,1.003737,0.992149
41.076.380/0001-25,2023-09-01,1.000258,0.987522
41.076.380/0001-25,2023-10-01,1.0097,1.002066
41.076.380/0001-25,2023-11-01,1.036191,1.025833
41.076.380/0001-25,2023-12-01,1.010712,1.002625
41.076.564/0001-95,2022-01-01,1.006988,0.991562
41.076.564/0001-95,2022-02-01,1.007952,0.990932
41.076.564/0001-95,2022-03-01,1.016541,1.00509
41.076.564/0001-95,2022-04-01,1.004507,0.992319
41.076.564/0001-95,2022-05-01,1.015238,1.000634
41.076.564/0001-95,2022-06-01,1.004893,0.989624
41.076.564/0001-95,2022-07-01,1.013513,0.997594
41.076.564/0001-95,2022-08-01,1.01227,1.000509
41.076.564/0001-95,2022-09-01,1.006582,0.994917
41.076.564/0001-95,2022-10-01,1.013346,1.00618
41.076.564/0001-95,2022-11-01,0.993731,0.98648
41.076.564/0001-95,2022-12-01,1.010446,1.000894
41.076.564/0001-95,2023-01-01,1.01414,1.003708
41.076.564/0001-95,2023-02-01,1.005453,0.995043
41.076.564/0001-95,2023-03-01,0.986985,0.976337
41.076.564/0001-95,2023-04-01,1.007339,0.997492
41.076.564/0001-95,2023-05-01,1.028306,1.016693
41.076.564/0001-95,2023-06-01,1.00893,0.996984
41.076.564/0001-95,2023-07-01,0.9997,0.987374
41.076.564/0001-95,2023-08-01,1.006131,0.997869
41.076.564/0001-95,2023-09-01,0.982872,0.974111
41.076.564/0001-95,2023-10-01,1.01495,1.006195
41.076.564/0001-95,2023-11-01,0.993895,0.981177
41.076.564/0001-95,2023-12-01,1.005857,0.999389
41.076.678/0001-35,2022-01-01,0.998626,0.988923
41.076.678/0001-35,2022-02-01,0.9937,0.974045
41.076.678/0001-35,2022-03-01,1.017401,1.00693
41.076.678/0001-35,2022-04-01,1.013239,1.005262
41.076.678/0001-35,2022-05-01,1.018427,1.003631
41.076.678/0001-35,2022-06-01,1.003973,0.992068
41.076.678/0001-35,2022-07-01,1.001873,0.986591
41.076.678/0001-35,2022-08-01,1.001804,0.992879
41.076.678/0001-35,2022-09-01,1.00585,0.995065
41.076.678/0001-35,2022-10-01,1.006097,0.999068
41.076.678/0001-35,2022-11-01,0.99523,0.986539
41.076.678/0001-35,2022-12-01,1.017382,1.00813
41.076.678/0001-35,2023-01-01,0.989138,0.979347
41.076.678/0001-35,2023-02-01,1.016528,1.004804
41.076.678/0001-35,2023-03-01,0.987207,0.997046
41.076.678/0001-35,2023-04-01,0.986381,1.002189
41.076.678/0001-35,2023-05-01,1.01039,1.020614
41.076.678/0001-35,2023-06-01,1.006908,1.010065
41.076.710/0001-82,2022-01-01,0.998229,0.973261
41.076.710/0001-82,2022-02-01,1.006223,0.997327
41.076.710/0001-82,2022-03-01,1.02489,1.019234
41.076.710/0001-82,2022-04-01,0.998946,0.981686
41.076.710/0001-82,2022-05-01,1.034667,1.002339
41.076.710/0001-82,2022-06-01,0.99808,0.984955
41.076.710/0001-82,2022-07-01,1.013318,0.999788
41.076.710/0001-82,2022-08-01,1.010756,1.000436
41.076.710/0001-82,2022-09-01,1.008329,0.998093
41.076.710/0001-82,2022-10-01,1.017385,1.006693
41.076.710/0001-82,2022-11-01,0.999595,0.990658
41.076.710/0001-82,2022-12-01,1.012679,1.000842
41.076.710/0001-82,2023-01-01,1.010174,1.000026
41.076.710/0001-82,2023-02-01,1.012085,1.001637
41.076.710/0001-82,2023-03-01,1.012113,1.003727
41.076.710/0001-82,2023-04-01,1.01158,0.999118
41.076.710/0001-82,2023-05-01,1.018931,1.008203
41.076.710/0001-82,2023-06-01,1.016434,1.004239
41.076.710/0001-82,2023-07-01,1.008038,0.998601
41.076.710/0001-82,2023-08-01,1.006937,0.99476
41.076.710/0001-82,2023-09-01,1.003736,0.995095
41.076.710/0001-82,2023-10-01,1.014735,1.003421
41.076.710/0001-82,2023-11-01,1.021749,1.012688
41.076.710/0001-82,2023-12-01,1.027627,1.018801
41.076.851/0001-03,2022-01-01,1.015404,0.999952
41.076.851/0001-03,2022-02-01,1.010359,1.003394
41.076.851/0001-03,2022-03-01,1.007066,0.999459
41.076.851/0001-03,2022-04-01,1.013826,1.004085
41.076.851/0001-03,2022-05-01,0.998096,0.991209
41.076.851/0001-03,2022-06-01,1.004369,0.995288
41.076.851/0001-03,2022-07-01,1.004767,0.995614
41.076.851/0001-03,2022-08-01,1.017784,1.008412
41.076.851/0001-03,2022-09-01,1.001709,0.993778
41.076.851/0001-03,2022-10-01,1.010124,1.004216
41.076.851/0001-03,2022-11-01,0.992525,0.985649
41.076.851/0001-03,2022-12-01,1.0143,1.004566
41.076.851/0001-03,2023-01-01,1.006761,0.997611
41.076.851/0001-03,2023-02-01,1.002928,0.998512
41.076.851/0001-03,2023-03-01,1.012819,1.008545
41.076.851/0001-03,2023-04-01,0.974319,0.968394
41.076.851/0001-03,2023-05-01,0.987144,0.977717
41.076.851/0001-03,2023-06-01,0.978783,0.971557
41.076.851/0001-03,2023-07-01,1.002959,0.992598
41.076.851/0001-03,2023-08-01,1.008044,0.996878
41.076.851/0001-03,2023-09-01,1.005089,0.996691
41.076.851/0001-03,2023-10-01,1.007169,0.997904
41.076.851/0001-03,2023-11-01,1.004174,0.997008
41.076.851/0001-03,2023-12-01,1.005053,0.996889
41.080.968/0001-52,2022-01-01,1.004504,0.999951
41.080.968/0001-52,2022-02-01,1.004966,0.999931
41.080.968/0001-52,2022-03-01,1.005877,0.999931
41.080.968/0001-52,2022-04-01,1.018158,1.009579
41.080.968/0001-52,2022-05-01,1.017634,1.018437
41.080.968/0001-52,2022-06-01,1.005922,1.006908
41.080.968/0001-52,2022-07-01,0.99632,0.998914
41.080.968/0001-52,2022-08-01,1.01464,1.015802
41.080.968/0001-52,2022-09-01,1.001554,1.003948
41.080.968/0001-52,2022-10-01,1.011171,1.012394
41.080.968/0001-52,2022-11-01,0.989057,0.988999
41.080.968/0001-52,2022-12-01,1.012886,1.007363
41.080.968/0001-52,2023-01-01,1.013157,1.009939
41.080.968/0001-52,2023-02-01,1.021855,1.019071
41.080.968/0001-52,2023-03-01,1.025199,1.02324
41.080.968/0001-52,2023-04-01,1.018394,1.00752
41.080.968/0001-52,2023-05-01,1.020023,1.009808
41.080.968/0001-52,2023-06-01,1.019372,1.000224
41.080.968/0001-52,2023-07-01,1.009259,1.000756
41.080.968/0001-52,2023-08-01,1.00932,0.998915
41.080.968/0001-52,2023-09-01,0.99484,0.989041
41.080.968/0001-52,2023-10-01,1.022281,1.019353
41.080.968/0001-52,2023-11-01,1.031781,1.02673
41.080.968/0001-52,2023-12-01,0.985375,0.976055
41.081.088/0001-09,2022-01-01,1.012843,0.999931
41.081.088/0001-09,2022-02-01,1.017727,0.999657
41.081.088/0001-09,2022-03-01,1.019009,1.001068
41.081.088/0001-09,2022-04-01,1.02578,1.020221
41.081.088/0001-09,2022-05-01,0.996649,0.980013
41.081.088/0001-09,2022-06-01,1.016133,1.001818
41.081.088/0001-09,2022-07-01,1.02404,1.002721
41.081.088/0001-09,2022-08-01,1.014549,1.000767
41.081.088/0001-09,2022-09-01,1.009147,0.997252
41.081.088/0001-09,2022-10-01,1.009341,0.997832
41.081.088/0001-09,2022-11-01,1.01572,1.001306
41.081.088/0001-09,2022-12-01,1.019044,1.002857
41.081.088/0001-09,2023-01-01,1.015845,0.998216
41.081.088/0001-09,2023-02-01,1.012243,0.998753
41.081.088/0001-09,2023-03-01,1.017577,0.998312
41.081.088/0001-09,2023-04-01,1.011162,0.998583
41.081.088/0001-09,2023-05-01,1.014738,1.000814
41.081.088/0001-09,2023-06-01,1.013787,1.001569
41.081.088/0001-09,2023-07-01,1.014195,0.999762
41.081.088/0001-09,2023-08-01,1.014356,0.999174
41.081.088/0001-09,2023-09-01,1.011932,0.999339
41.081.088/0001-09,2023-10-01,1.030715,1.018229
41.081.088/0001-09,2023-11-01,1.007761,0.99532
41.081.088/0001-09,2023-12-01,1.001245,0.990794
41.081.336/0001-03,2022-01-01,0.999657,0.999657
41.081.336/0001-03,2022-02-01,0.99965,0.99965
41.081.336/0001-03,2022-03-01,0.995679,0.995679
41.081.336/0001-03,2022-04-01,0.996319,0.996319
41.081.336/0001-03,2022-05-01,0.995715,0.995715
41.081.336/0001-03,2022-06-01,1.013077,1.013077
41.081.336/0001-03,2022-07-01,1.017495,1.017495
41.081.336/0001-03,2022-08-01,0.99843,0.99843
41.081.336/0001-03,2022-09-01,1.00855,1.00855
41.081.336/0001-03,2022-10-01,1.001243,1.001243
41.081.336/0001-03,2022-11-01,1.004662,1.004662
41.081.336/0001-03,2022-12-01,1.068773,1.062678
41.081.336/0001-03,2023-01-01,0.944004,0.944004
41.081.336/0001-03,2023-02-01,1.006722,1.006722
41.081.336/0001-03,2023-03-01,1.014684,1.014684
41.081.336/0001-03,2023-04-01,1.003161,1.003161
41.081.336/0001-03,2023-05-01,1.003512,1.003512
41.081.336/0001-03,2023-06-01,1.003888,0.9843189999999999
41.081.336/0001-03,2023-07-01,1.0208409999999999,1.0208409999999999
41.081.336/0001-03,2023-08-01,1.003598,1.003598
41.081.336/0001-03,2023-09-01,1.003482,1.003482
41.081.336/0001-03,2023-10-01,1.003594,1.003594
41.081.336/0001-03,2023-11-01,1.003629,1.003629
41.081.336/0001-03,2023-12-01,1.011339,0.993872
41.081.356/0001-84,2022-01-01,1.012971,1.012971
41.081.356/0001-84,2022-02-01,1.003845,0.992375
41.081.356/0001-84,2022-03-01,1.01315,1.000541
41.081.356/0001-84,2022-04-01,1.013355,0.998652
41.081.356/0001-84,2022-05-01,1.010861,0.995087
41.081.356/0001-84,2022-06-01,1.010861,0.995087
41.081.356/0001-84,2022-07-01,1.002672,0.985549
41.081.356/0001-84,2022-08-01,1.007892,0.993775
41.081.356/0001-84,2022-09-01,1.00198,0.993238
41.081.356/0001-84,2022-10-01,1.001763,0.997362
41.081.356/0001-84,2022-11-01,0.999992,0.993374
41.081.356/0001-84,2022-12-01,1.010914,1.003141
41.081.356/0001-84,2023-01-01,0.998931,0.990076
41.081.356/0001-84,2023-02-01,1.006425,0.997481
41.081.356/0001-84,2023-03-01,1.013215,1.003127
41.081.356/0001-84,2023-04-01,1.006792,0.996736
41.081.356/0001-84,2023-05-01,0.995522,0.985433
41.081.356/0001-84,2023-06-01,1.015734,1.006633
41.081.356/0001-84,2023-07-01,1.017056,1.008015
41.081.356/0001-84,2023-08-01,0.999855,0.9908
41.081.356/0001-84,2023-09-01,0.999663,0.990524
41.081.356/0001-84,2023-10-01,0.997421,0.988194
41.081.356/0001-84,2023-11-01,1.018102,1.018102
41.081.356/0001-84,2023-12-01,1.023703,1.014443
41.088.534/0001-07,2022-02-01,0.996012,0.998006
41.088.534/0001-07,2022-03-01,1.000225,0.998521
41.088.534/0001-07,2022-04-01,0.998112,0.999661
41.088.534/0001-07,2022-05-01,0.998112,0.999661
41.088.534/0001-07,2022-06-01,0.996945,0.998429
41.088.534/0001-07,2022-07-01,0.996911,0.998412
41.088.534/0001-07,2022-08-01,0.997043,0.998478
41.088.534/0001-07,2022-09-01,0.997128,0.99852
41.088.534/0001-07,2022-10-01,0.997867,0.99889
41.088.534/0001-07,2022-11-01,0.999576,1.000697
41.088.534/0001-07,2022-12-01,0.997484,0.998489
41.088.534/0001-07,2023-01-01,0.99977,0.999782
41.088.534/0001-07,2023-02-01,0.998648,0.999259
41.088.534/0001-07,2023-03-01,0.99935,0.999591
41.088.534/0001-07,2023-04-01,0.998596,0.999214
41.088.534/0001-07,2023-05-01,1.002556,1.002447
41.088.534/0001-07,2023-06-01,0.996434,0.998447
41.088.534/0001-07,2023-07-01,0.998415,0.999955
41.088.534/0001-07,2023-08-01,0.996441,0.998167
41.088.534/0001-07,2023-09-01,0.996001,0.997767
41.088.534/0001-07,2023-10-01,0.996322,0.998107
41.088.534/0001-07,2023-11-01,0.996475,0.998183
41.088.534/0001-07,2023-12-01,0.99587,0.998076
41.199.986/0001-58,2022-01-01,0.9929626,0.9929626
41.199.986/0001-58,2022-02-01,0.99266844,0.99266844
41.199.986/0001-58,2022-03-01,0.99352346,0.99352346
41.199.986/0001-58,2022-04-01,0.99342204,0.99342204
41.199.986/0001-58,2022-05-01,0.99310255,0.99310255
41.199.986/0001-58,2022-06-01,0.99576521,0.99576521
41.199.986/0001-58,2022-07-01,1.0,1.0
41.218.352/0001-03,2022-05-01,0.968068,0.968068
41.218.352/0001-03,2022-06-01,1.004371,1.004371
41.218.352/0001-03,2022-07-01,1.001232,1.001232
41.218.352/0001-03,2022-08-01,1.001537,1.001537
41.218.352/0001-03,2022-09-01,1.011955,1.011955
41.218.352/0001-03,2022-10-01,0.996474,0.996474
41.218.352/0001-03,2022-11-01,1.007866,1.007866
41.218.352/0001-03,2022-12-01,0.996269,0.996269
41.218.352/0001-03,2023-01-01,0.997152,0.997152
41.218.352/0001-03,2023-02-01,0.994082,0.994082
41.218.352/0001-03,2023-03-01,0.999903,0.999903
41.218.352/0001-03,2023-04-01,1.000245,1.000245
41.218.352/0001-03,2023-05-01,1.000496,1.000496
41.218.352/0001-03,2023-06-01,0.999849,0.999849
41.218.352/0001-03,2023-07-01,1.000086,1.000086
41.218.352/0001-03,2023-08-01,1.0042740000000001,1.0042740000000001
41.218.352/0001-03,2023-09-01,0.995282,0.995282
41.218.352/0001-03,2023-10-01,0.993946,0.993946
41.218.352/0001-03,2023-11-01,1.001463,1.001463
41.218.352/0001-03,2023-12-01,1.005169,1.005169
41.224.330/0001-48,2022-01-01,1.02411805,1.02411805
41.224.330/0001-48,2022-02-01,1.01078368,1.01078368
41.224.330/0001-48,2022-03-01,1.01287107,1.01287107
41.224.330/0001-48,2022-04-01,1.01143375,0.97166035
41.224.330/0001-48,2022-05-01,1.01402499,1.01402499
41.224.330/0001-48,2022-06-01,1.01398783,1.01398783
41.224.330/0001-48,2022-07-01,1.01669509,0.96376325
41.224.330/0001-48,2022-08-01,1.02353145,1.02353145
41.224.330/0001-48,2022-09-01,1.05014056,1.05014056
41.224.330/0001-48,2022-10-01,0.98839025,0.94627602
41.224.330/0001-48,2022-11-01,1.01454679,1.01454679
41.224.330/0001-48,2022-12-01,1.01476388,1.01476388
41.224.330/0001-48,2023-01-01,1.01620733,0.97456484
41.224.330/0001-48,2023-02-01,1.01366625,0.99871099
41.224.330/0001-48,2023-03-01,1.01535841,1.00309353
41.224.330/0001-48,2023-04-01,1.01154255,0.99590329
41.224.330/0001-48,2023-05-01,1.01900078,1.00675096
41.224.330/0001-48,2023-06-01,1.01944044,1.00454914
41.224.330/0001-48,2023-07-01,1.01305107,0.99890578
41.224.330/0001-48,2023-08-01,1.01416624,1.00003473
41.224.330/0001-48,2023-09-01,1.0128858,0.99774542
41.224.330/0001-48,2023-10-01,1.01278094,0.99973079
41.224.330/0001-48,2023-11-01,1.01248055,0.99902212
41.224.330/0001-48,2023-12-01,1.0128448,1.00068997
41.251.371/0001-23,2022-01-01,1.001978,1.001978
41.251.371/0001-23,2022-02-01,1.010728,1.010728
41.251.371/0001-23,2022-03-01,1.001784,1.001784
41.251.371/0001-23,2022-04-01,1.003619,1.003619
41.251.371/0001-23,2022-05-01,0.998809,0.998809
41.251.371/0001-23,2022-06-01,0.992482,0.992482
41.251.371/0001-23,2022-07-01,1.001644,1.001644
41.251.371/0001-23,2022-08-01,0.990439,0.990439
41.251.371/0001-23,2022-09-01,0.997286,0.997286
41.251.371/0001-23,2022-10-01,0.999054,0.999054
41.251.371/0001-23,2022-11-01,1.01057,1.01057
41.251.371/0001-23,2022-12-01,0.993149,0.993149
41.251.371/0001-23,2023-01-01,1.002759,1.002759
41.251.371/0001-23,2023-02-01,0.997281,0.997281
41.251.371/0001-23,2023-03-01,1.002694,1.002694
41.251.371/0001-23,2023-04-01,0.997673,0.997673
41.251.371/0001-23,2023-05-01,1.000009,1.000009
41.251.371/0001-23,2023-06-01,0.997316,0.997316
41.251.371/0001-23,2023-07-01,0.998841,0.998841
41.251.371/0001-23,2023-08-01,0.999039,0.999039
41.251.371/0001-23,2023-09-01,1.000165,1.000165
41.251.371/0001-23,2023-10-01,1.000248,1.000248
41.251.371/0001-23,2023-11-01,0.998274,0.998274
41.251.371/0001-23,2023-12-01,0.998962,0.998962
41.256.643/0001-88,2022-01-01,1.010594,1.010594
41.256.643/0001-88,2022-02-01,1.006195,1.006195
41.256.643/0001-88,2022-03-01,0.99821,0.992333
41.256.643/0001-88,2022-04-01,1.005194,0.995324
41.256.643/0001-88,2022-05-01,1.007149,0.999788
41.256.643/0001-88,2022-06-01,1.00349,0.992579
41.256.643/0001-88,2022-07-01,1.004855,0.993863
41.256.643/0001-88,2022-08-01,1.009357,0.998297
41.256.643/0001-88,2022-09-01,1.005016,0.996959
41.256.643/0001-88,2022-10-01,1.013172,1.0061
41.256.643/0001-88,2022-11-01,0.99848,0.991451
41.256.643/0001-88,2022-12-01,1.021036,1.011921
41.256.643/0001-88,2023-01-01,1.006404,0.996396
41.256.643/0001-88,2023-02-01,1.01316,1.003115
41.256.643/0001-88,2023-03-01,1.009754,0.999741
41.256.643/0001-88,2023-04-01,1.0136,1.003584
41.256.643/0001-88,2023-05-01,1.017005,1.007025
41.256.643/0001-88,2023-06-01,1.01134,1.000438
41.256.643/0001-88,2023-07-01,1.010625,0.999728
41.256.643/0001-88,2023-08-01,1.000472,0.990563
41.256.643/0001-88,2023-09-01,1.003286,0.993283
41.256.643/0001-88,2023-10-01,1.007116,0.997045
41.256.643/0001-88,2023-11-01,1.017621,1.00752
41.256.643/0001-88,2023-12-01,1.009039,0.999014
41.272.747/0001-86,2022-07-01,0.9636812500112204,0.9636812500112204
41.272.747/0001-86,2022-08-01,0.998708,0.989369
41.272.747/0001-86,2022-09-01,1.008762,0.997749
41.272.747/0001-86,2022-10-01,1.010366,0.999118
41.272.747/0001-86,2022-11-01,1.009779,0.998526
41.272.747/0001-86,2022-12-01,1.012938,1.001353
41.272.747/0001-86,2023-01-01,1.0133,1.00173
41.272.747/0001-86,2023-02-01,1.009725,0.998175
41.272.747/0001-86,2023-03-01,1.013097,1.001316
41.272.747/0001-86,2023-04-01,1.009606,0.99784
41.272.747/0001-86,2023-05-01,1.011683,0.999786
41.272.747/0001-86,2023-06-01,1.011231,0.999332
41.272.747/0001-86,2023-07-01,1.011884,0.999977
41.272.747/0001-86,2023-08-01,1.012874,1.000967
41.272.747/0001-86,2023-09-01,1.010078,0.998498
41.272.747/0001-86,2023-10-01,1.011138,0.999541
41.272.747/0001-86,2023-11-01,1.010604,0.999529
41.272.747/0001-86,2023-12-01,1.009826,0.998956
41.325.993/0001-59,2022-08-01,0.994218,0.994218
41.325.993/0001-59,2022-09-01,0.971184,0.971184
41.325.993/0001-59,2022-10-01,1.016891,1.016891
41.325.993/0001-59,2022-11-01,0.997968,0.997968
41.325.993/0001-59,2022-12-01,0.996941,0.996941
41.325.993/0001-59,2023-01-01,0.997707,0.997707
41.325.993/0001-59,2023-02-01,0.996724,0.996724
41.325.993/0001-59,2023-03-01,0.998997,0.998997
41.325.993/0001-59,2023-04-01,0.994674,0.994674
41.325.993/0001-59,2023-05-01,1.036666,1.036666
41.325.993/0001-59,2023-06-01,1.0328330000000001,1.0328330000000001
41.325.993/0001-59,2023-07-01,1.02927,1.02927
41.325.993/0001-59,2023-08-01,1.007021,1.007021
41.325.993/0001-59,2023-09-01,0.983945,0.983945
41.325.993/0001-59,2023-10-01,0.976708,0.976708
41.325.993/0001-59,2023-11-01,1.00491,1.00491
41.325.993/0001-59,2023-12-01,0.977097,0.977097
41.673.349/0001-71,2022-04-01,0.999812,0.999812
41.673.349/0001-71,2022-05-01,1.000248,1.000248
41.673.349/0001-71,2022-06-01,0.99964,0.99964
41.673.349/0001-71,2022-07-01,0.999619,0.999619
41.673.349/0001-71,2022-08-01,0.999663,0.999663
41.673.349/0001-71,2022-09-01,0.999813,0.999813
41.673.349/0001-71,2022-10-01,0.999568,0.999568
41.673.349/0001-71,2022-11-01,0.999574,0.999574
41.673.349/0001-71,2022-12-01,0.957796,0.957796
41.673.349/0001-71,2023-01-01,1.00127,1.00127
41.673.349/0001-71,2023-02-01,0.999669,0.999669
41.673.349/0001-71,2023-03-01,0.999701,0.999701
41.673.349/0001-71,2023-04-01,0.999616,0.999616
41.673.349/0001-71,2023-05-01,1.004605,1.004605
41.673.349/0001-71,2023-06-01,0.999734,0.999734
41.673.349/0001-71,2023-07-01,0.999781,0.999781
41.673.349/0001-71,2023-08-01,0.999786,0.999786
41.673.349/0001-71,2023-09-01,0.99978,0.99978
41.673.349/0001-71,2023-10-01,0.999774,0.999774
41.673.349/0001-71,2023-11-01,1.001502,1.001502
41.673.349/0001-71,2023-12-01,0.999662,0.999662
41.745.701/0001-37,2022-01-01,1.011116,1.000271
41.745.701/0001-37,2022-02-01,1.009258,0.998416
41.745.701/0001-37,2022-03-01,1.013249,1.000099
41.745.701/0001-37,2022-04-01,1.011814,1.000159
41.745.701/0001-37,2022-05-01,1.019732,1.00539
41.745.701/0001-37,2022-06-01,1.012085,0.999845
41.745.701/0001-37,2022-07-01,1.011983,0.999994
41.745.701/0001-37,2022-08-01,1.026225,1.011759
41.745.701/0001-37,2022-09-01,1.013892,1.000182
41.745.701/0001-37,2022-10-01,1.014722,1.000525
41.745.701/0001-37,2022-11-01,1.013189,0.999489
41.745.701/0001-37,2022-12-01,1.013128,0.999622
41.745.701/0001-37,2023-01-01,1.011916,0.999808
41.745.701/0001-37,2023-02-01,1.007,0.99642
41.745.701/0001-37,2023-03-01,1.0173,1.003536
41.745.701/0001-37,2023-04-01,1.012902,1.001831
41.745.701/0001-37,2023-05-01,1.020817,1.007126
41.745.701/0001-37,2023-06-01,1.016692,1.00529
41.745.701/0001-37,2023-07-01,1.008896,0.999774
41.745.701/0001-37,2023-08-01,1.009932,0.998339
41.745.701/0001-37,2023-09-01,1.007019,0.996374
41.745.701/0001-37,2023-10-01,1.007635,0.996951
41.745.701/0001-37,2023-11-01,1.013929,1.004089
41.745.701/0001-37,2023-12-01,1.013181,1.002993
41.833.876/0001-04,2022-01-01,0.998792,0.998792
41.833.876/0001-04,2022-02-01,0.998834,0.998834
41.833.876/0001-04,2022-03-01,0.998739,0.998739
41.833.876/0001-04,2022-04-01,0.996559,0.996559
41.833.876/0001-04,2022-05-01,1.004428,1.004428
41.833.876/0001-04,2022-06-01,0.994341,0.994341
41.833.876/0001-04,2022-07-01,0.997957,0.997957
41.833.876/0001-04,2022-08-01,0.999438,0.999438
41.833.876/0001-04,2022-09-01,0.997356,0.997356
41.833.876/0001-04,2022-10-01,0.992089,0.992089
41.833.876/0001-04,2022-11-01,1.00302,1.00302
41.833.876/0001-04,2022-12-01,0.996469,0.996469
41.833.876/0001-04,2023-01-01,0.991908,0.991908
41.833.876/0001-04,2023-02-01,0.996782,0.996782
41.833.876/0001-04,2023-03-01,0.995039,0.995039
41.833.876/0001-04,2023-04-01,0.993557,0.993557
41.833.876/0001-04,2023-05-01,0.995912,0.995912
41.833.876/0001-04,2023-06-01,0.989056,0.989056
41.833.876/0001-04,2023-07-01,0.995092,0.995092
41.833.876/0001-04,2023-08-01,0.997667,0.997667
41.833.876/0001-04,2023-09-01,0.991621,0.991621
41.833.876/0001-04,2023-10-01,0.995079,0.995079
41.833.876/0001-04,2023-11-01,0.991941,0.991941
41.833.876/0001-04,2023-12-01,0.98321,0.98321
41.978.140/0001-16,2022-01-01,0.989332,0.989332
41.978.140/0001-16,2022-02-01,0.997726,0.994632
41.978.140/0001-16,2022-03-01,1.00149,0.994096
41.978.140/0001-16,2022-04-01,1.024633,1.018812
41.978.140/0001-16,2022-05-01,1.000013,1.000013
41.978.140/0001-16,2022-06-01,1.003122,0.999551
41.978.140/0001-16,2022-07-01,1.003387,1.000509
41.978.140/0001-16,2022-08-01,1.060717,1.04639
41.978.140/0001-16,2022-09-01,1.002185,1.002185
41.978.140/0001-16,2022-10-01,1.011257,1.011257
