,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"-0,69","1,31","0,45","4,95","-1,28","7,04","3,35","3,58","-5,79","8,58","3,50","2,81","30,60"
