,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"0,78","0,87","1,14","0,94","1,21","1,07","1,07","1,26","1,18","1,13","1,03","1,17","13,64"
