,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"-0,16","2,67","4,03","5,42","0,41","2,69","2,58","3,35","-4,60","7,66","-0,50","5,49","32,45"
