,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"10,38","1,06","9,87","0,07","8,90","6,73","3,27","-1,73","-6,42","-1,30","13,43","5,56","60,00"
