,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"0,90","0,93","1,05","0,96","1,25","1,13","1,16","1,37","1,41","1,22","1,07","1,26","14,59"
