,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"0,49","1,20","0,38","0,32","0,20","0,06","0,39","0,56","0,60","0,55","0,59","0,83","6,33"
