,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"1,16","-0,54","0,69","0,27","1,44","3,95","2,41","-0,51","-0,97","-0,76","3,27","3,14","14,23"
