,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"0,16","0,18","0,51","0,46","0,35","0,37","0,46","0,65","0,72","0,54","0,88","0,87","6,32"
