,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"6,49","-1,79","4,01","1,97","1,17","6,98","3,61","-0,95","-4,43","-1,74","9,32","5,17","33,02"
