,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"-7,50","-3,67","3,76","-11,69","-1,32","-8,89","13,92","-4,98","-11,15","7,64","5,77","-7,40","-25,56"
