,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"-0,40","-0,54","1,40","1,66","0,36","0,88","0,44","1,01","-1,71","3,36","0,72","0,99","8,40"
