,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"1,05","0,79","1,24","0,81","0,78","1,42","1,41","1,75","1,20","1,27","1,31","1,08","15,03"
