,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"0,49","1,45","5,32","2,69","1,41","1,93","-0,42","3,78","3,80","0,17","-0,25","0,67","22,97"
