,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"1,16","-0,54","0,69","0,27","1,43","3,94","2,42","-0,53","-0,97","-0,76","3,27","3,15","14,20"
