,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"-5,21","-2,09","4,58","-8,78","0,89","-7,76","10,11","-3,22","-8,61","8,71","6,01","-4,84","-11,99"
