,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Acumulado
Fundo,"1,10","0,83","1,19","0,86","1,26","1,24","1,23","1,34","1,06","1,07","1,09","1,04","14,14"
